station_complex_id,mae,smape
1,49.62095041316354,44.602812016920346
1,53.18799354079312,38.118923461918364
10,98.28616879835121,39.63050026365328
100,13.77189932919869,49.08763866934389
101,50.727295453210566,42.301410694794015
118,28.10461254278489,41.59092415245034
119,104.98100097389964,36.34769653703256
120,148.18914275754895,49.61442032960166
122,46.01219902349122,39.232501082904776
123,30.326986060221802,40.410284127806186
124,33.78526925646639,37.09130401661053
125,32.49676710038102,36.518849700308586
126,44.16177158227058,37.2544200045137
127,49.18311863272247,34.94576334740052
129,32.427914454870255,37.78434101501198
13,49.473185007236076,35.24721538616271
130,17.33606417113207,41.587812996451085
131,11.569639171145269,48.61712132608207
133,8.195917849204069,47.98678461471208
134,9.498216838705082,37.47952569442359
135,14.703920747233365,45.289094648490355
136,13.814044668490363,48.19733678805186
137,14.51806576169867,52.26916687418234
138,13.939714234229227,44.72531986137672
14,76.46626307311023,47.41792075331324
143,27.509006127764174,44.848303691491125
147,33.54436214286742,49.63062273279941
149,15.369446220241944,37.50000493737597
150,11.34578261783367,39.20608233420632
151,85.44546606559118,36.03824669333275
152,21.90240434765307,34.48987769919478
153,106.91901748083504,38.90997774201212
154,27.285156804881563,35.09577008108148
155,31.536411673919055,36.94362820213533
156,23.338464527135994,44.949614238590115
157,41.49533184815396,45.61558014189344
158,52.31794196585461,45.21350101424647
159,72.36889522787162,45.75152534394581
16,75.32613033459879,39.61093788325027
160,45.927687135390585,45.70914154718801
162,86.45634707996362,30.625826372098864
164,319.2126559564575,41.16098090397693
165,91.90920754715367,40.973641462401595
167,180.28100553906032,37.085805142832214
168,64.4435532518756,54.60658309618424
169,70.0039433010385,40.27008972660071
17,58.4884241140411,42.39867324933741
173,48.63817177702615,55.73576998476963
175,48.73859801180665,39.320272709070714
176,26.189047101789278,44.76559588271617
177,38.65837344515001,56.93902881186147
179,55.1852221830186,40.97542630576297
180,26.372388177477223,35.46804143039034
181,42.80797905579363,28.97421292237441
182,18.087552170328784,36.36629337651247
183,22.347126282870324,34.47023783449342
185,12.958640410573397,48.630355984829116
186,10.68818641862164,40.70283540086422
187,11.223978862099619,38.90712337384446
188,43.04993547869538,37.30026675226923
189,21.83556638376548,42.12469171290215
190,16.25696603637555,48.5800091444292
192,23.870406691066723,33.62670610823099
194,10.118582848652832,53.83592966484715
195,24.704854471776137,47.256993791052345
196,6.767482684383984,52.5160914482982
198,15.000724075721434,38.26368979289994
2,41.62814872282584,41.282548164147094
203,5.147745822445559,53.0392808816338
204,12.19481476918535,47.46340151143082
205,8.203269771344424,42.927781506382196
208,8.151400275095634,49.43192060197432
209,16.631993391182895,35.63556731899213
220,11.399031011013399,38.02252112058821
221,30.30066324819746,48.78703097686155
222,35.69174261368076,55.95915656078239
223,77.26835164443857,56.970556498473826
225,217.6725854847849,41.30197148940816
228,101.34496781699782,39.83939127828198
231,80.88115600328344,37.504207117351456
232,66.74680325041246,29.712107272872412
234,71.97210438617218,41.51776192944009
235,68.39955425471139,50.28376174137043
236,51.255347282734284,49.01814507064084
237,57.90034246203676,45.95479692432269
238,20.349858223112857,38.51687196323131
240,66.66338143024166,38.64632009798702
241,31.88168309093209,41.740924899488355
242,25.082079873780156,36.717187945810366
243,33.90806300506232,24.87207251979576
254,55.31433062699548,25.91125363224983
255,33.283410229013626,42.52650614454734
256,30.72351777621165,34.11162320913498
257,15.081355385759053,32.74603129387581
258,17.352035018485495,38.57683271391627
259,105.94395629459608,45.51893492049893
26,67.18888545128364,38.41467499294513
260,16.070502239079318,44.845780927147146
261,87.52120189645802,36.8856767264551
262,26.64513685884105,39.892999636936906
263,41.40172115193734,37.914623674839895
264,60.23089906324395,40.46565997610704
265,53.839796315287785,39.3556406540463
266,38.410751041747595,30.728375841760396
268,14.022671630158456,41.581126085072995
269,22.047605407639583,41.85705008677818
270,26.98323142860403,36.44565877787498
271,46.47660556393928,40.16056871464276
272,16.70096310651109,44.64625771480029
273,75.38827120550782,40.76797310027024
277,73.81745952668626,34.7151539651704
278,95.5226194467286,29.22703250350666
279,85.94229841660614,28.694766791218036
28,35.17798520965025,45.23237296794942
280,22.966283568741943,40.60037926120587
284,46.87119367136327,45.343898613532104
288,21.13480172131175,38.55110084370346
289,34.699026476997446,36.8483985074885
290,34.630025455817595,42.180236142337
291,32.97321098501117,66.46629500685921
292,36.895617067804054,40.05751130935582
293,29.41111057576826,43.87896433349515
294,19.21228113465951,41.699850242725695
295,29.68641075986121,38.925980471941344
296,19.19363356002374,32.91327027798344
297,13.784389344251709,40.9599461773042
298,24.19671017474174,30.199979290999423
299,22.764311420351504,29.232937759271394
3,51.86630862571592,34.90455226929504
30,27.549905244083103,33.93917565182146
300,29.880396592399247,33.13843771021083
301,42.492506839050876,42.758409883552225
303,33.235600105964664,30.232164254060283
304,30.975242509481532,28.60389825791836
305,44.80505756787519,30.63266243418487
306,42.18410596843168,31.81248913590521
307,66.62826092527698,44.77280704466982
308,52.709380121057876,42.13927733063384
309,48.38722213530835,46.556388170934646
31,17.86421684849127,44.30596717424884
310,129.03954028741055,36.322601014240355
311,64.93939812908643,38.47256486688008
312,61.29743213542676,40.26233064330592
313,146.83234308989,40.021808818165894
314,118.27926129765916,48.20805531139196
316,111.4488445146228,36.22523517608834
318,300.00981406007884,42.10344912850921
319,48.21096312983496,39.45782511534966
32,58.6252742010441,46.595661778742254
320,57.48269460300789,40.191916005640884
321,34.267205360905805,38.148281173945556
323,56.15208921405308,41.91305876597032
324,55.76977902417043,56.633996865122235
325,27.647037119251323,41.7900314456373
326,28.64936000893561,50.0310536100656
327,79.1788190157348,43.504610166314684
328,68.46869115706421,43.049429343854335
329,32.905061722690284,56.08063045927905
33,37.05344419945596,38.42644505549358
333,62.04858150731385,49.97838098203667
336,35.32675578149114,47.37166325250398
337,41.576419167440065,35.48453733366145
339,25.48495950659096,54.69535501433067
34,32.37838037920465,36.24540392008817
340,33.04067914628895,44.139796349752345
341,30.631305228626324,46.9828101088118
343,16.424362203758594,38.25754581596078
344,19.601969608928066,38.070241789832245
345,72.45598724801562,35.74616678404618
346,23.960368170186282,40.503635114221595
347,16.960920041548846,34.19778458282271
348,15.067843935515146,35.641976565303246
349,10.109676903520354,34.23205747729275
35,45.660102179140566,25.26861381038281
350,17.325012320890135,30.408491234373596
351,9.870901053495947,34.04109068449901
352,20.947695537124414,25.809859714954648
353,16.84764317106966,43.53540320635885
354,20.105052911703197,30.327750594099452
355,30.68969093049873,55.51499343315831
356,31.57390519686072,25.267928968204355
357,17.394549199247695,34.48432408465993
358,21.94356714736645,28.703752439162137
359,56.50634542585344,23.84458967677936
36,38.45771124727487,30.83578550010695
360,22.7585554553276,30.24336475849915
361,12.890386335631035,39.94246048915821
362,10.421434308778974,55.48764848688998
363,18.427365040750242,49.81289402952675
365,20.36636598094609,46.445706637247135
366,51.99083521041766,35.02131896222975
367,14.872861216446362,35.900207702916376
368,22.453960398274848,38.06037397310395
369,20.956852527025568,39.757746557613096
370,9.398713018833917,42.74046000564031
371,38.86938247506401,34.1394990678925
372,13.139356012094773,38.36572944467254
373,18.757106694490904,35.61598323593382
375,10.9403518417552,44.8024503001053
376,18.90654831984323,33.247491941971866
377,31.38872672632138,31.93006310147007
378,26.622044381913405,34.65390983131217
379,26.704163020659806,32.885547968278644
38,45.347502343682955,39.16643374285391
380,27.156268546781693,42.865797418629846
381,32.49128476149685,33.83863770044807
382,38.74668978544295,36.362419757305666
383,20.829901763852135,44.814116392703
384,30.682526358717332,31.172609369281428
385,18.474419905806485,34.058975952701964
386,17.149641397318252,32.99373748556545
387,27.157988658984525,30.740665369296984
388,33.037682106911106,32.18360614442245
39,23.223194262913427,37.361969442788315
391,17.34283575275562,45.04960989658147
392,71.0156216611719,27.696088242434975
393,38.782805267805415,30.538013830688786
394,31.44598663442454,31.54021891419551
395,44.14032890737409,34.38394523560216
396,64.40209100612913,55.679129033424246
397,192.52780122345519,34.63494960735304
398,120.52872626053872,47.67696123821953
399,125.55505103558997,54.406170267851714
4,51.98600904173771,42.2913082276246
403,88.05677158206514,35.43546829862617
404,82.69102034317702,36.27408774141498
405,103.06766923472026,37.400109479781605
407,73.5085095821612,38.06588636505147
409,51.090686902644485,39.50803185160627
413,81.28907615378708,58.366699936045876
414,82.59947025716511,32.06553992667228
416,16.48773306685502,33.535195989412095
417,12.710042909443601,38.14442612806273
418,15.029018536886024,37.10477428147261
419,12.701581726821932,39.56795097915962
42,35.75780019146605,30.918557676818786
420,11.146724137721085,40.6637121743277
421,24.329436844093923,32.00231197154883
422,10.106805861251269,40.08843130767525
423,18.265330507571292,38.987133768217404
424,29.2914718326493,30.419176708222594
425,10.542411064838161,41.814747803309785
426,34.41488569942962,43.083614376297334
427,17.417652422369258,24.62073542526251
428,20.67357303710423,26.525602101710298
429,16.00469999905553,28.056651881797873
43,23.659268715265817,33.13957574198367
430,21.970544043738574,24.16458360895144
431,11.538551575355342,30.125335576022906
432,25.091416743820005,29.08210590220362
433,18.571490450167012,34.10281136274185
434,48.92906647276899,24.324769346329177
436,14.782493403439334,43.475118141193164
438,37.01291942284538,43.707704289672435
439,37.71107425618788,22.14957474271384
44,45.94747782976879,27.321246192520594
440,30.890520904727907,24.724311171691653
441,28.322328359954923,32.062175877152136
442,14.891429984441269,34.69743209214569
443,11.353521653966009,40.37046000755131
444,16.098624381621043,31.82527250053009
447,162.56673393865384,23.431273156692985
448,120.48842775317407,59.81329681041656
449,47.141427905096464,33.73690005936328
45,18.117543541213152,35.64883244028489
450,125.28643315122454,22.172504466675793
451,102.15348870460029,19.41405353010669
452,75.71387020708876,29.22699394323061
453,44.371470622254705,32.34132455922728
455,25.22321120886012,31.10918071976464
456,57.806369008014045,21.434754467787474
457,22.011304643441857,23.212823903915766
458,45.84357518571242,28.627229090096044
459,32.179856586164114,23.115841119002184
46,23.0819699416855,30.376365582507425
460,31.362371737981942,29.380271716055134
461,67.01071473036085,31.161384373979022
463,30.891121507668725,54.82396379911911
464,66.64242355794988,36.096175758334034
47,29.036846025514485,26.922644426772735
471,123.1617404753506,38.950650088849365
475,57.39646261309379,21.896970000040785
476,85.81736020156477,27.091435907311322
477,95.95434060825679,29.287907277009317
48,14.041379356798448,41.700363745281756
49,18.68060914980845,39.773816803063205
5,27.288514385328458,29.732855216803465
50,23.472233631250667,53.80710770302232
501,43.945045839961786,27.1780937250236
51,56.03684036086604,27.422480550081186
52,26.23417989558907,35.093582969939995
53,19.76303124797054,51.14399544739844
54,41.36168487799235,38.0475982551786
55,40.9460923916948,36.43302008216019
56,15.355249042324122,57.24626062534532
57,17.11236551663644,56.14515605810356
58,60.562828981511025,28.856348848776857
59,23.6526876681905,39.90310272465995
6,19.90034636068727,45.323841482067074
60,16.108523240564885,42.554694790996486
601,176.88542917210884,32.9286558968174
602,381.3908615214497,33.26179337075026
603,37.062752037417454,40.893171367100805
604,159.74924431188464,48.30150491205263
605,66.63700896827682,35.75523281941428
606,92.0022297947652,43.37194583532171
607,345.2542399341762,32.166465452544344
608,52.65051230668962,38.89269473965051
609,206.35237079938295,58.20810203556172
61,15.412216042535459,44.23297480578775
610,590.9703732154381,51.57476339826579
611,683.193104103325,41.175920663601474
612,191.36306694066914,60.190941209445114
613,158.88887823671112,31.663905925251917
614,247.67039788348492,38.76483615154671
615,23.108166294227036,42.17185848591059
616,194.2457541886097,32.61344119125538
617,200.57320698020177,37.627079293007334
618,172.11316282614325,35.923223568401575
619,138.60544616414398,44.12039621470151
62,9.219663048017939,60.02560489781641
620,129.5325877693798,48.15741727356559
621,34.38135608250495,34.915429770495535
622,112.92061575307514,53.07124859426118
623,146.33968651243853,43.53212018333787
624,197.24287733647992,35.563148328420354
625,120.95411121289493,39.37762691538459
626,54.12207282603793,31.123717094523624
627,22.812984815219046,38.12614193407586
628,338.36046568851754,45.93716920063376
629,74.86776649609428,47.02661500172557
630,72.83958404769558,29.947841962946875
635,127.9029460718069,52.46606045661656
636,116.17462667951457,34.42134356902532
64,25.347698270522848,46.58916710020269
65,22.673233095040043,45.123713986220324
66,25.6370420303926,41.68966950346902
67,17.624414239324796,43.7083490171949
68,26.295638969714638,36.86685351964306
69,17.467315705689632,43.872800980404094
70,12.527224518510424,53.06181984452263
71,45.72554387839656,42.50540500028748
72,27.9599544799816,48.04452594176899
74,19.158795947456674,41.34893563183926
75,17.835443029698997,49.42799171565691
76,24.06875373156814,34.97890107185995
77,21.27515612095569,39.88179808268668
78,16.5133094878547,44.985645249243575
8,60.150952391290346,50.557745962402734
87,15.06275110267064,40.459307744882786
88,10.526794839011497,45.183917454864314
89,9.669115705423144,48.023461995191575
9,115.65799063250138,29.607326408803353
90,10.54985121214689,29.96057080922724
91,10.040851603010317,31.865565042167475
93,13.897070344327412,26.516825105638432
94,18.623795285708216,25.48872320132868
95,21.21628346825847,21.930530571462395
96,20.938857393028634,22.22897788475305
97,46.286339164798456,22.333906181906627
98,29.048714236082706,23.326802869803835
99,18.1577640698698,29.638681943012852
