DATE,NAME,TMAX,TMIN,TAVG,PRCP,AWND,SNOW
2024-02-04,"NY CITY CENTRAL PARK, NY US",46.0,31.0,38.5,0.0,5.14,0.0
2024-02-05,"NY CITY CENTRAL PARK, NY US",45.0,32.0,38.5,0.0,7.38,0.0
2024-02-06,"NY CITY CENTRAL PARK, NY US",42.0,29.0,35.5,0.0,6.71,0.0
2024-02-07,"NY CITY CENTRAL PARK, NY US",48.0,33.0,40.5,0.0,4.25,0.0
2024-02-08,"NY CITY CENTRAL PARK, NY US",53.0,37.0,45.0,0.0,3.13,0.0
2024-02-09,"NY CITY CENTRAL PARK, NY US",55.0,43.0,49.0,0.0,4.25,0.0
2024-02-10,"NY CITY CENTRAL PARK, NY US",60.0,47.0,53.5,0.0,3.13,0.0
2024-02-11,"NY CITY CENTRAL PARK, NY US",56.0,43.0,49.5,0.0,5.82,0.0
2024-02-12,"NY CITY CENTRAL PARK, NY US",48.0,37.0,42.5,0.0,4.25,0.0
2024-02-13,"NY CITY CENTRAL PARK, NY US",41.0,33.0,37.0,0.77,8.5,3.2
2024-02-14,"NY CITY CENTRAL PARK, NY US",38.0,29.0,33.5,0.0,11.41,0.0
2024-02-15,"NY CITY CENTRAL PARK, NY US",39.0,27.0,33.0,0.0,6.04,0.0
2024-02-16,"NY CITY CENTRAL PARK, NY US",43.0,36.0,39.5,0.0,8.28,0.0
2024-02-17,"NY CITY CENTRAL PARK, NY US",36.0,27.0,31.5,0.18,7.61,2.0
2024-02-18,"NY CITY CENTRAL PARK, NY US",40.0,26.0,33.0,0.0,7.16,0.0
2024-02-19,"NY CITY CENTRAL PARK, NY US",41.0,31.0,36.0,0.0,4.92,0.0
2024-02-20,"NY CITY CENTRAL PARK, NY US",40.0,26.0,33.0,0.0,5.37,0.0
2024-02-21,"NY CITY CENTRAL PARK, NY US",43.0,30.0,36.5,0.0,4.7,0.0
2024-02-22,"NY CITY CENTRAL PARK, NY US",45.0,35.0,40.0,0.04,3.8,0.0
2024-02-23,"NY CITY CENTRAL PARK, NY US",47.0,42.0,44.5,0.04,2.91,0.0
2024-02-24,"NY CITY CENTRAL PARK, NY US",44.0,28.0,36.0,0.0,6.49,0.0
2024-02-25,"NY CITY CENTRAL PARK, NY US",41.0,23.0,32.0,0.0,4.25,0.0
2024-02-26,"NY CITY CENTRAL PARK, NY US",55.0,35.0,45.0,0.01,4.47,0.0
2024-02-27,"NY CITY CENTRAL PARK, NY US",55.0,40.0,47.5,0.52,4.92,0.0
2024-02-28,"NY CITY CENTRAL PARK, NY US",62.0,44.0,53.0,0.17,7.61,0.0
2024-02-29,"NY CITY CENTRAL PARK, NY US",43.0,31.0,37.0,0.0,10.07,0.0
2024-03-01,"NY CITY CENTRAL PARK, NY US",48.0,30.0,39.0,0.0,4.25,0.0
2024-03-02,"NY CITY CENTRAL PARK, NY US",55.0,42.0,48.5,1.27,4.47,0.0
2024-03-03,"NY CITY CENTRAL PARK, NY US",68.0,48.0,58.0,0.0,4.25,0.0
2024-03-04,"NY CITY CENTRAL PARK, NY US",59.0,46.0,52.5,0.0,5.82,0.0
2024-03-05,"NY CITY CENTRAL PARK, NY US",49.0,42.0,45.5,0.43,9.17,0.0
2024-03-06,"NY CITY CENTRAL PARK, NY US",53.0,47.0,50.0,1.2,4.7,0.0
2024-03-07,"NY CITY CENTRAL PARK, NY US",54.0,44.0,49.0,0.11,7.83,0.0
2024-03-08,"NY CITY CENTRAL PARK, NY US",57.0,40.0,48.5,0.0,5.14,0.0
2024-03-09,"NY CITY CENTRAL PARK, NY US",49.0,41.0,45.0,1.53,7.38,0.0
2024-03-10,"NY CITY CENTRAL PARK, NY US",51.0,37.0,44.0,0.03,9.62,0.0
2024-03-11,"NY CITY CENTRAL PARK, NY US",52.0,35.0,43.5,0.0,12.75,0.0
2024-03-12,"NY CITY CENTRAL PARK, NY US",66.0,43.0,54.5,0.0,6.04,0.0
2024-03-13,"NY CITY CENTRAL PARK, NY US",62.0,48.0,55.0,0.0,3.58,0.0
2024-03-14,"NY CITY CENTRAL PARK, NY US",74.0,46.0,60.0,0.0,2.46,0.0
2024-03-15,"NY CITY CENTRAL PARK, NY US",73.0,51.0,62.0,0.0,6.71,0.0
2024-03-16,"NY CITY CENTRAL PARK, NY US",61.0,47.0,54.0,0.0,4.47,0.0
2024-03-17,"NY CITY CENTRAL PARK, NY US",63.0,48.0,55.5,0.0,6.71,0.0
2024-03-18,"NY CITY CENTRAL PARK, NY US",51.0,38.0,44.5,0.0,7.38,0.0
2024-03-19,"NY CITY CENTRAL PARK, NY US",48.0,36.0,42.0,0.0,7.61,0.0
2024-03-20,"NY CITY CENTRAL PARK, NY US",57.0,34.0,45.5,0.01,6.71,0.0
2024-03-21,"NY CITY CENTRAL PARK, NY US",43.0,30.0,36.5,0.0,9.17,0.0
2024-03-22,"NY CITY CENTRAL PARK, NY US",46.0,29.0,37.5,0.0,4.92,0.0
2024-03-23,"NY CITY CENTRAL PARK, NY US",50.0,35.0,42.5,3.66,7.16,0.0
2024-03-24,"NY CITY CENTRAL PARK, NY US",48.0,31.0,39.5,0.0,7.83,0.0
2024-03-25,"NY CITY CENTRAL PARK, NY US",53.0,35.0,44.0,0.0,8.72,0.0
2024-03-26,"NY CITY CENTRAL PARK, NY US",53.0,39.0,46.0,0.0,6.04,0.0
2024-03-27,"NY CITY CENTRAL PARK, NY US",52.0,42.0,47.0,0.06,2.68,0.0
2024-03-28,"NY CITY CENTRAL PARK, NY US",51.0,44.0,47.5,0.7,4.7,0.0
2024-03-29,"NY CITY CENTRAL PARK, NY US",56.0,42.0,49.0,0.0,11.18,0.0
2024-03-30,"NY CITY CENTRAL PARK, NY US",62.0,41.0,51.5,0.04,8.5,0.0
2024-03-31,"NY CITY CENTRAL PARK, NY US",62.0,47.0,54.5,0.02,4.47,0.0
2024-04-01,"NY CITY CENTRAL PARK, NY US",54.0,49.0,51.5,0.01,2.91,0.0
2024-04-02,"NY CITY CENTRAL PARK, NY US",51.0,44.0,47.5,0.87,6.93,0.0
2024-04-03,"NY CITY CENTRAL PARK, NY US",45.0,41.0,43.0,1.55,14.09,0.0
2024-04-04,"NY CITY CENTRAL PARK, NY US",53.0,37.0,45.0,0.21,6.71,0.0
2024-04-05,"NY CITY CENTRAL PARK, NY US",50.0,38.0,44.0,0.0,8.05,0.0
2024-04-06,"NY CITY CENTRAL PARK, NY US",54.0,42.0,48.0,0.0,7.61,0.0
2024-04-07,"NY CITY CENTRAL PARK, NY US",60.0,43.0,51.5,0.0,6.49,0.0
2024-04-08,"NY CITY CENTRAL PARK, NY US",69.0,43.0,56.0,0.0,2.24,0.0
2024-04-09,"NY CITY CENTRAL PARK, NY US",80.0,55.0,67.5,0.0,2.91,0.0
2024-04-10,"NY CITY CENTRAL PARK, NY US",67.0,51.0,59.0,0.0,6.71,0.0
2024-04-11,"NY CITY CENTRAL PARK, NY US",61.0,50.0,55.5,0.24,6.26,0.0
2024-04-12,"NY CITY CENTRAL PARK, NY US",63.0,56.0,59.5,0.34,8.95,0.0
2024-04-13,"NY CITY CENTRAL PARK, NY US",56.0,47.0,51.5,0.01,11.63,0.0
2024-04-14,"NY CITY CENTRAL PARK, NY US",75.0,48.0,61.5,0.1,4.92,0.0
2024-04-15,"NY CITY CENTRAL PARK, NY US",82.0,58.0,70.0,0.0,5.37,0.0
2024-04-16,"NY CITY CENTRAL PARK, NY US",73.0,54.0,63.5,0.0,4.25,0.0
2024-04-17,"NY CITY CENTRAL PARK, NY US",62.0,50.0,56.0,0.02,6.93,0.0
2024-04-18,"NY CITY CENTRAL PARK, NY US",50.0,45.0,47.5,0.01,10.74,0.0
2024-04-19,"NY CITY CENTRAL PARK, NY US",60.0,46.0,53.0,0.0,5.14,0.0
2024-04-20,"NY CITY CENTRAL PARK, NY US",71.0,47.0,59.0,0.05,4.25,0.0
2024-04-21,"NY CITY CENTRAL PARK, NY US",54.0,42.0,48.0,0.0,5.37,0.0
2024-04-22,"NY CITY CENTRAL PARK, NY US",64.0,42.0,53.0,0.0,4.03,0.0
2024-04-23,"NY CITY CENTRAL PARK, NY US",65.0,46.0,55.5,0.0,4.92,0.0
2024-04-24,"NY CITY CENTRAL PARK, NY US",74.0,50.0,62.0,0.0,4.92,0.0
2024-04-25,"NY CITY CENTRAL PARK, NY US",60.0,43.0,51.5,0.0,5.59,0.0
2024-04-26,"NY CITY CENTRAL PARK, NY US",65.0,43.0,54.0,0.0,4.47,0.0
2024-04-27,"NY CITY CENTRAL PARK, NY US",64.0,46.0,55.0,0.0,3.13,0.0
2024-04-28,"NY CITY CENTRAL PARK, NY US",79.0,52.0,65.5,0.01,1.34,0.0
2024-04-29,"NY CITY CENTRAL PARK, NY US",87.0,63.0,75.0,0.02,3.36,0.0
2024-04-30,"NY CITY CENTRAL PARK, NY US",66.0,52.0,59.0,0.03,7.38,0.0
2024-05-01,"NY CITY CENTRAL PARK, NY US",80.0,53.0,66.5,0.02,2.91,0.0
2024-05-02,"NY CITY CENTRAL PARK, NY US",79.0,53.0,66.0,0.0,3.58,0.0
2024-05-03,"NY CITY CENTRAL PARK, NY US",65.0,52.0,58.5,0.0,5.37,0.0
2024-05-04,"NY CITY CENTRAL PARK, NY US",63.0,49.0,56.0,0.0,4.92,0.0
2024-05-05,"NY CITY CENTRAL PARK, NY US",54.0,49.0,51.5,0.31,4.7,0.0
2024-05-06,"NY CITY CENTRAL PARK, NY US",74.0,53.0,63.5,0.0,2.24,0.0
2024-05-07,"NY CITY CENTRAL PARK, NY US",80.0,59.0,69.5,0.0,3.36,0.0
2024-05-08,"NY CITY CENTRAL PARK, NY US",84.0,65.0,74.5,0.21,3.8,0.0
2024-05-09,"NY CITY CENTRAL PARK, NY US",70.0,56.0,63.0,0.0,5.82,0.0
2024-05-10,"NY CITY CENTRAL PARK, NY US",56.0,48.0,52.0,0.23,6.04,0.0
2024-05-11,"NY CITY CENTRAL PARK, NY US",64.0,47.0,55.5,0.0,3.13,0.0
2024-05-12,"NY CITY CENTRAL PARK, NY US",57.0,48.0,52.5,0.15,2.68,0.0
2024-05-13,"NY CITY CENTRAL PARK, NY US",65.0,49.0,57.0,0.0,3.8,0.0
2024-05-14,"NY CITY CENTRAL PARK, NY US",72.0,55.0,63.5,0.03,1.79,0.0
2024-05-15,"NY CITY CENTRAL PARK, NY US",64.0,59.0,61.5,0.28,7.61,0.0
2024-05-16,"NY CITY CENTRAL PARK, NY US",64.0,59.0,61.5,0.27,8.28,0.0
2024-05-17,"NY CITY CENTRAL PARK, NY US",72.0,58.0,65.0,0.0,4.47,0.0
2024-05-18,"NY CITY CENTRAL PARK, NY US",69.0,59.0,64.0,0.04,3.8,0.0
2024-05-19,"NY CITY CENTRAL PARK, NY US",75.0,56.0,65.5,0.0,4.25,0.0
2024-05-20,"NY CITY CENTRAL PARK, NY US",74.0,55.0,64.5,0.0,3.58,0.0
2024-05-21,"NY CITY CENTRAL PARK, NY US",83.0,58.0,70.5,0.0,2.91,0.0
2024-05-22,"NY CITY CENTRAL PARK, NY US",84.0,67.0,75.5,0.0,5.14,0.0
2024-05-23,"NY CITY CENTRAL PARK, NY US",79.0,67.0,73.0,0.78,2.91,0.0
2024-05-24,"NY CITY CENTRAL PARK, NY US",84.0,68.0,76.0,0.0,2.46,0.0
2024-05-25,"NY CITY CENTRAL PARK, NY US",81.0,66.0,73.5,0.0,2.46,0.0
2024-05-26,"NY CITY CENTRAL PARK, NY US",82.0,65.0,73.5,0.0,2.91,0.0
2024-05-27,"NY CITY CENTRAL PARK, NY US",73.0,66.0,69.5,0.96,2.91,0.0
2024-05-28,"NY CITY CENTRAL PARK, NY US",79.0,65.0,72.0,0.0,6.49,0.0
2024-05-29,"NY CITY CENTRAL PARK, NY US",76.0,60.0,68.0,0.65,3.58,0.0
2024-05-30,"NY CITY CENTRAL PARK, NY US",71.0,57.0,64.0,0.18,4.92,0.0
2024-05-31,"NY CITY CENTRAL PARK, NY US",75.0,59.0,67.0,0.0,4.47,0.0
2024-06-01,"NY CITY CENTRAL PARK, NY US",83.0,60.0,71.5,0.0,2.91,0.0
2024-06-02,"NY CITY CENTRAL PARK, NY US",81.0,67.0,74.0,0.0,2.46,0.0
2024-06-03,"NY CITY CENTRAL PARK, NY US",86.0,72.0,79.0,0.0,2.91,0.0
2024-06-04,"NY CITY CENTRAL PARK, NY US",79.0,65.0,72.0,0.0,2.91,0.0
2024-06-05,"NY CITY CENTRAL PARK, NY US",79.0,65.0,72.0,0.0,2.46,0.0
2024-06-06,"NY CITY CENTRAL PARK, NY US",81.0,68.0,74.5,0.77,2.01,0.0
2024-06-07,"NY CITY CENTRAL PARK, NY US",82.0,66.0,74.0,0.0,3.36,0.0
2024-06-08,"NY CITY CENTRAL PARK, NY US",76.0,63.0,69.5,0.0,5.59,0.0
2024-06-09,"NY CITY CENTRAL PARK, NY US",74.0,65.0,69.5,0.0,4.92,0.0
2024-06-10,"NY CITY CENTRAL PARK, NY US",75.0,62.0,68.5,0.0,6.04,0.0
2024-06-11,"NY CITY CENTRAL PARK, NY US",73.0,59.0,66.0,0.0,3.13,0.0
2024-06-12,"NY CITY CENTRAL PARK, NY US",76.0,61.0,68.5,0.0,2.24,0.0
2024-06-13,"NY CITY CENTRAL PARK, NY US",84.0,65.0,74.5,0.0,3.13,0.0
2024-06-14,"NY CITY CENTRAL PARK, NY US",85.0,65.0,75.0,0.28,3.36,0.0
2024-06-15,"NY CITY CENTRAL PARK, NY US",80.0,65.0,72.5,0.0,3.58,0.0
2024-06-16,"NY CITY CENTRAL PARK, NY US",78.0,63.0,70.5,0.0,5.14,0.0
2024-06-17,"NY CITY CENTRAL PARK, NY US",83.0,65.0,74.0,0.0,2.91,0.0
2024-06-18,"NY CITY CENTRAL PARK, NY US",86.0,71.0,78.5,0.0,3.13,0.0
2024-06-19,"NY CITY CENTRAL PARK, NY US",89.0,72.0,80.5,0.0,2.46,0.0
2024-06-20,"NY CITY CENTRAL PARK, NY US",91.0,72.0,81.5,0.0,3.36,0.0
2024-06-21,"NY CITY CENTRAL PARK, NY US",94.0,76.0,85.0,0.0,3.58,0.0
2024-06-22,"NY CITY CENTRAL PARK, NY US",93.0,75.0,84.0,0.11,0.89,0.0
2024-06-23,"NY CITY CENTRAL PARK, NY US",92.0,73.0,82.5,0.0,,0.0
2024-06-24,"NY CITY CENTRAL PARK, NY US",80.0,72.0,76.0,0.0,,0.0
2024-06-25,"NY CITY CENTRAL PARK, NY US",90.0,69.0,79.5,0.0,4.25,0.0
2024-06-26,"NY CITY CENTRAL PARK, NY US",93.0,70.0,81.5,0.08,4.03,0.0
2024-06-27,"NY CITY CENTRAL PARK, NY US",84.0,67.0,75.5,0.23,5.82,0.0
2024-06-28,"NY CITY CENTRAL PARK, NY US",79.0,64.0,71.5,0.0,3.58,0.0
2024-06-29,"NY CITY CENTRAL PARK, NY US",79.0,66.0,72.5,0.06,4.25,0.0
2024-06-30,"NY CITY CENTRAL PARK, NY US",85.0,70.0,77.5,0.18,4.92,0.0
2024-07-01,"NY CITY CENTRAL PARK, NY US",81.0,64.0,72.5,0.0,6.04,0.0
2024-07-02,"NY CITY CENTRAL PARK, NY US",86.0,66.0,76.0,0.0,3.13,0.0
2024-07-03,"NY CITY CENTRAL PARK, NY US",83.0,69.0,76.0,0.0,3.8,0.0
2024-07-04,"NY CITY CENTRAL PARK, NY US",89.0,70.0,79.5,0.04,2.91,0.0
2024-07-05,"NY CITY CENTRAL PARK, NY US",90.0,74.0,82.0,0.1,1.57,0.0
2024-07-06,"NY CITY CENTRAL PARK, NY US",92.0,73.0,82.5,0.05,1.34,0.0
2024-07-07,"NY CITY CENTRAL PARK, NY US",93.0,79.0,86.0,0.0,4.03,0.0
2024-07-08,"NY CITY CENTRAL PARK, NY US",95.0,77.0,86.0,0.0,2.01,0.0
2024-07-09,"NY CITY CENTRAL PARK, NY US",89.0,75.0,82.0,0.0,2.24,0.0
2024-07-10,"NY CITY CENTRAL PARK, NY US",91.0,78.0,84.5,0.0,3.13,0.0
2024-07-11,"NY CITY CENTRAL PARK, NY US",89.0,75.0,82.0,0.11,4.7,0.0
2024-07-12,"NY CITY CENTRAL PARK, NY US",84.0,72.0,78.0,0.06,1.34,0.0
2024-07-13,"NY CITY CENTRAL PARK, NY US",87.0,72.0,79.5,2.06,1.57,0.0
2024-07-14,"NY CITY CENTRAL PARK, NY US",90.0,75.0,82.5,0.0,2.46,0.0
2024-07-15,"NY CITY CENTRAL PARK, NY US",91.0,73.0,82.0,0.12,2.46,0.0
2024-07-16,"NY CITY CENTRAL PARK, NY US",94.0,78.0,86.0,0.0,3.8,0.0
2024-07-17,"NY CITY CENTRAL PARK, NY US",90.0,72.0,81.0,1.46,2.91,0.0
2024-07-18,"NY CITY CENTRAL PARK, NY US",86.0,72.0,79.0,0.0,2.68,0.0
2024-07-19,"NY CITY CENTRAL PARK, NY US",83.0,67.0,75.0,0.0,2.91,0.0
2024-07-20,"NY CITY CENTRAL PARK, NY US",83.0,71.0,77.0,0.0,2.01,0.0
2024-07-21,"NY CITY CENTRAL PARK, NY US",88.0,73.0,80.5,0.0,2.68,0.0
2024-07-22,"NY CITY CENTRAL PARK, NY US",84.0,71.0,77.5,0.01,2.68,0.0
2024-07-23,"NY CITY CENTRAL PARK, NY US",81.0,71.0,76.0,0.11,4.03,0.0
2024-07-24,"NY CITY CENTRAL PARK, NY US",81.0,73.0,77.0,0.0,4.25,0.0
2024-07-25,"NY CITY CENTRAL PARK, NY US",83.0,72.0,77.5,0.0,2.91,0.0
2024-07-26,"NY CITY CENTRAL PARK, NY US",84.0,67.0,75.5,0.0,5.14,0.0
2024-07-27,"NY CITY CENTRAL PARK, NY US",87.0,69.0,78.0,0.0,3.58,0.0
2024-07-28,"NY CITY CENTRAL PARK, NY US",89.0,70.0,79.5,0.0,3.8,0.0
2024-07-29,"NY CITY CENTRAL PARK, NY US",84.0,68.0,76.0,0.05,2.91,0.0
2024-07-30,"NY CITY CENTRAL PARK, NY US",88.0,75.0,81.5,0.0,2.91,0.0
2024-07-31,"NY CITY CENTRAL PARK, NY US",89.0,73.0,81.0,0.03,3.36,0.0
2024-08-01,"NY CITY CENTRAL PARK, NY US",95.0,76.0,85.5,0.0,2.01,0.0
2024-08-02,"NY CITY CENTRAL PARK, NY US",92.0,74.0,83.0,0.52,2.46,0.0
2024-08-03,"NY CITY CENTRAL PARK, NY US",93.0,73.0,83.0,0.73,4.03,0.0
2024-08-04,"NY CITY CENTRAL PARK, NY US",83.0,71.0,77.0,0.17,3.13,0.0
2024-08-05,"NY CITY CENTRAL PARK, NY US",90.0,73.0,81.5,0.0,2.68,0.0
2024-08-06,"NY CITY CENTRAL PARK, NY US",90.0,72.0,81.0,2.08,3.36,0.0
2024-08-07,"NY CITY CENTRAL PARK, NY US",72.0,64.0,68.0,0.13,8.28,0.0
2024-08-08,"NY CITY CENTRAL PARK, NY US",70.0,65.0,67.5,0.36,7.16,0.0
2024-08-09,"NY CITY CENTRAL PARK, NY US",80.0,70.0,75.0,0.11,6.04,0.0
2024-08-10,"NY CITY CENTRAL PARK, NY US",85.0,73.0,79.0,0.0,4.47,0.0
2024-08-11,"NY CITY CENTRAL PARK, NY US",80.0,69.0,74.5,0.0,2.91,0.0
2024-08-12,"NY CITY CENTRAL PARK, NY US",81.0,66.0,73.5,0.0,3.36,0.0
2024-08-13,"NY CITY CENTRAL PARK, NY US",81.0,64.0,72.5,0.0,3.58,0.0
2024-08-14,"NY CITY CENTRAL PARK, NY US",85.0,67.0,76.0,0.0,3.13,0.0
2024-08-15,"NY CITY CENTRAL PARK, NY US",86.0,68.0,77.0,0.0,0.89,0.0
2024-08-16,"NY CITY CENTRAL PARK, NY US",87.0,70.0,78.5,0.0,3.13,0.0
2024-08-17,"NY CITY CENTRAL PARK, NY US",79.0,67.0,73.0,0.04,3.58,0.0
2024-08-18,"NY CITY CENTRAL PARK, NY US",81.0,69.0,75.0,2.29,3.13,0.0
2024-08-19,"NY CITY CENTRAL PARK, NY US",84.0,68.0,76.0,0.25,2.91,0.0
2024-08-20,"NY CITY CENTRAL PARK, NY US",72.0,61.0,66.5,0.0,5.82,0.0
2024-08-21,"NY CITY CENTRAL PARK, NY US",73.0,57.0,65.0,0.0,5.82,0.0
2024-08-22,"NY CITY CENTRAL PARK, NY US",76.0,59.0,67.5,0.0,3.36,0.0
2024-08-23,"NY CITY CENTRAL PARK, NY US",80.0,62.0,71.0,0.0,2.68,0.0
2024-08-24,"NY CITY CENTRAL PARK, NY US",83.0,65.0,74.0,0.0,1.34,0.0
2024-08-25,"NY CITY CENTRAL PARK, NY US",85.0,68.0,76.5,0.0,2.68,0.0
2024-08-26,"NY CITY CENTRAL PARK, NY US",85.0,69.0,77.0,0.04,2.24,0.0
2024-08-27,"NY CITY CENTRAL PARK, NY US",86.0,67.0,76.5,0.0,2.46,0.0
2024-08-28,"NY CITY CENTRAL PARK, NY US",91.0,74.0,82.5,0.0,4.92,0.0
2024-08-29,"NY CITY CENTRAL PARK, NY US",82.0,70.0,76.0,0.0,6.49,0.0
2024-08-30,"NY CITY CENTRAL PARK, NY US",74.0,61.0,67.5,0.3,5.37,0.0
2024-08-31,"NY CITY CENTRAL PARK, NY US",77.0,67.0,72.0,0.0,2.01,0.0
2024-09-01,"NY CITY CENTRAL PARK, NY US",81.0,73.0,77.0,0.0,2.68,0.0
2024-09-02,"NY CITY CENTRAL PARK, NY US",79.0,63.0,71.0,0.0,4.47,0.0
2024-09-03,"NY CITY CENTRAL PARK, NY US",74.0,58.0,66.0,0.0,4.03,0.0
2024-09-04,"NY CITY CENTRAL PARK, NY US",77.0,59.0,68.0,0.0,2.01,0.0
2024-09-05,"NY CITY CENTRAL PARK, NY US",77.0,61.0,69.0,0.0,4.47,0.0
2024-09-06,"NY CITY CENTRAL PARK, NY US",78.0,63.0,70.5,0.0,3.36,0.0
2024-09-07,"NY CITY CENTRAL PARK, NY US",76.0,59.0,67.5,0.24,3.36,0.0
2024-09-08,"NY CITY CENTRAL PARK, NY US",69.0,55.0,62.0,0.0,4.92,0.0
2024-09-09,"NY CITY CENTRAL PARK, NY US",75.0,55.0,65.0,0.0,2.46,0.0
2024-09-10,"NY CITY CENTRAL PARK, NY US",78.0,62.0,70.0,0.0,4.25,0.0
2024-09-11,"NY CITY CENTRAL PARK, NY US",79.0,59.0,69.0,0.0,2.24,0.0
2024-09-12,"NY CITY CENTRAL PARK, NY US",80.0,62.0,71.0,0.0,1.79,0.0
2024-09-13,"NY CITY CENTRAL PARK, NY US",82.0,63.0,72.5,0.0,1.34,0.0
2024-09-14,"NY CITY CENTRAL PARK, NY US",83.0,65.0,74.0,0.0,2.68,0.0
2024-09-15,"NY CITY CENTRAL PARK, NY US",80.0,63.0,71.5,0.0,4.7,0.0
2024-09-16,"NY CITY CENTRAL PARK, NY US",77.0,60.0,68.5,0.0,5.14,0.0
2024-09-17,"NY CITY CENTRAL PARK, NY US",79.0,65.0,72.0,0.0,4.7,0.0
2024-09-18,"NY CITY CENTRAL PARK, NY US",75.0,67.0,71.0,0.0,6.49,0.0
2024-09-19,"NY CITY CENTRAL PARK, NY US",84.0,67.0,75.5,0.0,5.37,0.0
2024-09-20,"NY CITY CENTRAL PARK, NY US",81.0,67.0,74.0,0.0,6.71,0.0
2024-09-21,"NY CITY CENTRAL PARK, NY US",79.0,63.0,71.0,0.0,6.71,0.0
2024-09-22,"NY CITY CENTRAL PARK, NY US",74.0,61.0,67.5,0.0,6.04,0.0
2024-09-23,"NY CITY CENTRAL PARK, NY US",67.0,59.0,63.0,0.04,5.82,0.0
2024-09-24,"NY CITY CENTRAL PARK, NY US",68.0,59.0,63.5,0.0,5.59,0.0
2024-09-25,"NY CITY CENTRAL PARK, NY US",68.0,62.0,65.0,0.0,4.92,0.0
2024-09-26,"NY CITY CENTRAL PARK, NY US",74.0,64.0,69.0,0.08,2.01,0.0
2024-09-27,"NY CITY CENTRAL PARK, NY US",74.0,63.0,68.5,0.18,4.03,0.0
2024-09-28,"NY CITY CENTRAL PARK, NY US",68.0,61.0,64.5,0.26,8.72,0.0
2024-09-29,"NY CITY CENTRAL PARK, NY US",63.0,60.0,61.5,0.78,5.82,0.0
2024-09-30,"NY CITY CENTRAL PARK, NY US",72.0,60.0,66.0,0.0,5.14,0.0
2024-10-01,"NY CITY CENTRAL PARK, NY US",69.0,60.0,64.5,0.0,6.26,0.0
2024-10-02,"NY CITY CENTRAL PARK, NY US",68.0,58.0,63.0,0.0,4.25,0.0
2024-10-03,"NY CITY CENTRAL PARK, NY US",72.0,62.0,67.0,0.0,0.89,0.0
2024-10-04,"NY CITY CENTRAL PARK, NY US",73.0,60.0,66.5,0.0,1.12,0.0
2024-10-05,"NY CITY CENTRAL PARK, NY US",75.0,61.0,68.0,0.0,4.25,0.0
2024-10-06,"NY CITY CENTRAL PARK, NY US",71.0,55.0,63.0,0.0,2.46,0.0
2024-10-07,"NY CITY CENTRAL PARK, NY US",75.0,58.0,66.5,0.0,5.59,0.0
2024-10-08,"NY CITY CENTRAL PARK, NY US",68.0,53.0,60.5,0.0,2.91,0.0
2024-10-09,"NY CITY CENTRAL PARK, NY US",68.0,54.0,61.0,0.0,3.58,0.0
2024-10-10,"NY CITY CENTRAL PARK, NY US",62.0,49.0,55.5,0.0,6.26,0.0
2024-10-11,"NY CITY CENTRAL PARK, NY US",68.0,46.0,57.0,0.0,4.25,0.0
2024-10-12,"NY CITY CENTRAL PARK, NY US",74.0,56.0,65.0,0.0,4.92,0.0
2024-10-13,"NY CITY CENTRAL PARK, NY US",69.0,55.0,62.0,0.0,4.92,0.0
2024-10-14,"NY CITY CENTRAL PARK, NY US",66.0,48.0,57.0,0.0,6.04,0.0
2024-10-15,"NY CITY CENTRAL PARK, NY US",57.0,45.0,51.0,0.0,5.82,0.0
2024-10-16,"NY CITY CENTRAL PARK, NY US",59.0,44.0,51.5,0.0,,0.0
